genus_species,population_id,abundance,year,log_abundance,thermal_risk_measure,change_in_log_N
Coregonus clupeaformis,Coregonus clupeaformis_48.46667_-89.15_830,779.3,1987,6.658396080849515,3.543635750205747e-5,0.1169332749010703
Cottus bairdii,Cottus bairdii_43.9928_-89.4946,7,1987,1.9459101490553132,3.4066301288369394e-6,0.19671029424605413
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.05_-83.27_20607,25,1987,3.2188758248682006,6.657004402500572e-8,0.3856624808119844
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,25,1987,3.2188758248682006,8.644468131155788e-8,0.3856624808119844
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.05_-83.27_20606,2,1987,0.6931471805599453,1.9998746447253966e-7,-1.8718021769015913
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,2,1987,0.6931471805599453,2.5969417454705836e-7,-1.8718021769015913
Dicentrarchus labrax,Dicentrarchus labrax_51.25_-4.05_1097,14,1987,2.6390573296152584,4.1762764911881045e-6,0.6649763035932488
Dryophytes versicolor,Dryophytes versicolor_43.06917_-89.40861_4828,2.15,1987,0.7654678421395714,2.4143165306007528e-9,-0.022989518224698857
Esox lucius,Esox lucius_43.9928_-89.4946,1.5,1987,0.4054651081081644,3.005828943449394e-4,-0.2876820724517809
Esox masquinongy,Esox masquinongy_43.9928_-89.4946,1,1987,0,9.100311681528177e-7,-0.6931471805599453
Esox masquinongy,Esox masquinongy_49.25_-84.499722_14867,0.032,1987,-3.4420193761824103,4.6901607962193174e-7,-0.030771658666753687
Etheostoma nigrum,Etheostoma nigrum_43.9928_-89.4946,16,1987,2.772588722239781,2.1505498866259102e-6,0.5212969236332858
Galaxias fasciatus,Galaxias fasciatus_-40.942837_172.499296,6.54545454545455,1987,1.8787708462176855,3.095986537383648e-4,0.897941593205958
Galaxias maculatus,Galaxias maculatus_-40.942837_172.499296,27.6666666666667,1987,3.3202283191284896,1.138949797247005e-4,0.5125482770774363
Gobiomorphus basalis,Gobiomorphus basalis_-40.942837_172.499296,57,1987,4.04305126783455,9.324932252180558e-5,4.04305126783455
Gobiomorphus cotidianus,Gobiomorphus cotidianus_-40.942837_172.499296,2.33333333333333,1987,0.8472978603872021,9.324932252180558e-5,-2.295416603515436
Ischnura elegans,Ischnura elegans_52.4333333333333_-0.183333333333333_3,12,1987,2.4849066497880004,1.0295995486776018e-8,-0.2231435513142097
Lates calcarifer,Lates calcarifer_-7.01667_141.05_10524,7.25,1987,1.9810014688665833,0.03783337616432248,NA
Lepomis gibbosus,Lepomis gibbosus_43.9928_-89.4946,12.2222222222222,1987,2.5032557884561952,3.458114750095903e-6,0.25782910930209857
Lepomis macrochirus,Lepomis macrochirus_43.9928_-89.4946,32,1987,3.4657359027997265,7.792318787567858e-5,-0.29546421289383584
Lithobates pipiens,Lithobates pipiens_43.06917_-89.40861_4830,1.45,1987,0.371563556432483,1.8705753380599482e-7,0.06407885668452229
Lithobates sylvaticus,Lithobates sylvaticus_42.66667_-83.21667_8789,4400,1987,8.389359819906353,2.152222884851921e-6,0.09531017980432566
Lithobates sylvaticus,Lithobates sylvaticus_43.06917_-89.40861_4834,1.85,1987,0.6151856390902335,1.3821786110201123e-6,0.2097205309820691
Luxilus cornutus,Luxilus cornutus_43.9928_-89.4946,8.74549999825,1987,2.168539282164878,1.4235282566552298e-5,-0.8917315125266825
Micropterus dolomieu,Micropterus dolomieu_43.9928_-89.4946,6.8,1987,1.916922612182061,6.396324769544883e-6,-0.00836824967051708
Micropterus salmoides,Micropterus salmoides_43.9928_-89.4946,8.99300006428571,1987,2.196446504080795,0.022152897302849438,0.46449601640456706
Morone chrysops,Morone chrysops_43.9928_-89.4946,15.7190000213333,1987,2.7548701731032676,2.0253116109279084e-6,2.0617229925433223
Morone saxatilis,Morone saxatilis_41.16667_-74_9285,18,1987,2.8903717578961645,2.569711770642788e-4,1.2809338454620642
Notemigonus crysoleucas,Notemigonus crysoleucas_43.9928_-89.4946,4.1951999902,1987,1.4339410122512406,4.223750893801507e-6,-1.1687486731931431
Notophthalmus viridescens,Notophthalmus viridescens_33.27806_-81.72944_954,2500,1987,7.824046010856292,5.122764070797208e-7,-0.182321556793954
Notophthalmus viridescens,Notophthalmus viridescens_33.3_-81.485_20601,2500,1987,7.824046010856292,4.90224935075012e-7,-0.182321556793954
Oncorhynchus kisutch,Oncorhynchus kisutch_43.5_-87.5_4577,2985,1987,8.001355025826703,5.5047528648978044e-6,-0.012980711472721396
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,26,1987,3.258096538021482,3.5891545232567975e-4,-0.802346472524937
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,112000,1987,11.626254150277232,8.255292897484527e-6,0.09647156824058101
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,9153,1987,9.121836973384779,5.749334829909407e-6,0.34058864014791723
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,118594,1987,11.68346117404681,4.524839981117861e-6,-0.9416934478006223
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,45564,1987,10.726873210019802,4.244083166245699e-6,-0.055950591396715765
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,22300,1987,10.01234195744821,4.244083166245699e-6,0.7197766452163581
Oncorhynchus mykiss,Oncorhynchus mykiss_-40.942837_172.499296,5.75,1987,1.749199854809259,0.058999060162735706,0.293912622202416
Osmerus mordax,Osmerus mordax_43.9928_-89.4946,14.2251663888333,1987,2.6550126768742706,3.8595607616046814e-4,0.9034677469044354
Perca flavescens,Perca flavescens_43.9928_-89.4946,77.1345778021538,1987,4.345551659956395,2.1181718561805727e-4,0.6937653686155896
Perca flavescens,Perca flavescens_45_-63_4582,311,1987,5.739792912179234,2.509793807764608e-4,0.8956058257206427
Pimephales notatus,Pimephales notatus_43.9928_-89.4946,59.5,1987,4.085976312551584,1.2252421251696129e-5,0.9236708391717778
Plethodon glutinosus,Plethodon glutinosus_35.55_-83.2_20603,15,1987,2.70805020110221,7.42364067572589e-8,0.40546510810816416
Plethodon glutinosus,Plethodon glutinosus_35.57222_-83.18167_955,15,1987,2.70805020110221,1.882159417400689e-8,0.40546510810816416
Plethodon jordani,Plethodon jordani_35.55_-83.2_20602,60,1987,4.0943445622221,3.3356567748023825e-8,0.18232155679395445
Plethodon jordani,Plethodon jordani_35.57222_-83.18139_957,60,1987,4.0943445622221,8.341598268727491e-9,0.18232155679395445
Pseudacris crucifer,Pseudacris crucifer_33.3_-81.485_20620,50,1987,3.912023005428146,4.219405118615195e-7,-0.8754687373538999
Pseudacris crucifer,Pseudacris crucifer_43.06917_-89.40861_4831,2.52,1987,0.9242589015233319,1.696947661424499e-8,0.007968169649176793
Pseudacris regilla,Pseudacris regilla_39.34083_-119.81278_6329,29.25,1987,3.3758795736778655,3.0357170319538366e-7,4.069026754237811
Pseudacris regilla,Pseudacris regilla_41_-118.75_20617,117,1987,4.762173934797756,3.2554650923186096e-7,4.069026754237811
Salmo trutta,Salmo trutta_-40.942837_172.499296,17.2857142857143,1987,2.8498803965414283,0.010252499344348643,0.23797405599212063
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7104,20,1987,2.995732273553991,4.543221636564924e-4,0.1625189294977747
Salmo trutta,Salmo trutta_54.34472_-2.95167_1135,1000,1987,6.907755278982137,4.543221636564924e-4,0.9162907318741551
Salmo trutta,Salmo trutta_59.49444_5.90917_2446,15,1987,2.70805020110221,6.65873729995876e-4,NA
Salmo trutta,Salmo trutta_59.55_6.03333_2449,1.1,1987,0.09531017980432493,2.4361194208322122e-4,NA
Salmo trutta,Salmo trutta_59.5_5.91667_2462,24.1,1987,3.1822118404966093,5.757209364495293e-4,1.236301691441296
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,117,1987,4.762173934797756,3.771881561810173e-5,0.22957444164450003
Salmo trutta,Salmo trutta_61.5_6.83333_2341,192,1987,5.2574953720277815,2.185622908665349e-4,0.0984400728132524
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,34,1987,3.5263605246161616,1.4271249157451517e-4,0.09237332013101529
Salvelinus alpinus,Salvelinus alpinus_65.58333_-17_8183,6413,1987,8.766082459148864,3.0925666338618783e-4,-1.2277940931149445
Salvelinus namaycush,Salvelinus namaycush_43.5_-87.5_4579,3875,1987,8.262300941787448,1.452123205347015e-5,-0.1022071619631415
Salvelinus namaycush,Salvelinus namaycush_47.15417_-90.5_886,81,1987,4.394449154672439,1.1220453946481109e-5,-0.21072103131565267
Salvelinus namaycush,Salvelinus namaycush_47.26472_-87.17472_885,93,1987,4.532599493153256,1.1220453946481109e-5,-0.4090429294560476
Sander vitreus,Sander vitreus_42.25_-81_902,41213,1987,10.626509019547823,1.5414060324387258e-6,1.438721052042153
Sander vitreus,Sander vitreus_44.1_-78.51_892,0.0391,1987,-3.241632811990817,2.160562198623207e-5,-0.005102051883895342
Sander vitreus,Sander vitreus_44.29_-78.23_895,10.5111,1987,2.352431841638602,1.4888566329810076e-5,-0.010617860370512933
Sander vitreus,Sander vitreus_44.35_-78.5_894,0.1736,1987,-1.7510014767558872,2.160562198623207e-5,0.01450562132810207
Sander vitreus,Sander vitreus_45.26889_-79.60417_893,0.7,1987,-0.35667494393873245,4.0644728645122225e-6,-0.06899287148695155
Sander vitreus,Sander vitreus_46.15_-93.4_897,1369,1987,7.221835825288449,1.9292895145482423e-6,0.3312267051412823
Sander vitreus,Sander vitreus_46.17_-80_900,0.5413,1987,-0.6137816251792049,1.441271641054602e-6,0.003330869104742895
Sander vitreus,Sander vitreus_46.25_-93.66667_6125,9205,1987,9.127502093667179,1.9292895145482423e-6,0.3548917903864357
Sander vitreus,Sander vitreus_48.44972_-92.45028_888,0.7512,1987,-0.2860833510880839,1.441271641054602e-6,-0.09842759270342738
Sander vitreus,Sander vitreus_48.49_-90.06_890,235,1987,5.459585514144159,5.335235669283422e-6,0.16527616899366127
Sander vitreus,Sander vitreus_48.7_-93.16667_889,0.5931,1987,-0.5223922601374562,1.441271641054602e-6,-0.02184694577902191
Sander vitreus,Sander vitreus_49.11667_-92.38361_901,5.73,1987,1.7457155307266483,2.731508601809253e-6,-0.06910921143240278
Sardinops sagax,Sardinops sagax_-34.33333_17.96667_10349,0.2225,1987,-1.502828177375842,0.11025052530448522,-0.11172225925872947
Sardinops sagax,Sardinops sagax_35_140_1941,13399,1987,9.502935356288608,0.004662492978337182,0.4754366763532687
Acipenser brevirostrum,Acipenser brevirostrum_41.868056_-73.946667_18287,0.016,1988,-4.135166556742356,5.526999483764584e-6,0.6931471805599454
Alosa pseudoharengus,Alosa pseudoharengus_45.55_-66.52_823,2109,1988,7.653969180478774,4.388564257222941e-5,0.29068959351573564
Alosa pseudoharengus,Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,2109,1988,7.653969180478774,4.38856355436696e-5,0.29068959351573564
Ambloplites rupestris,Ambloplites rupestris_43.9928_-89.4946,32.5342000007333,1988,3.482291843762918,1.8496526462023187e-6,0.20829671967363605
Ambystoma tigrinum,Ambystoma tigrinum_33.27806_-81.72944_918,310,1988,5.736572297479192,1.854537733937521e-5,-0.25489224962878954
Anaxyrus americanus,Anaxyrus americanus_43.06917_-89.40861_4827,1.9,1988,0.6418538861723947,1.465902532512579e-12,0.08223809823697203
Anguilla australis,Anguilla australis_-40.942837_172.499296,10.6666666666667,1988,2.36712361413162,3.2142609383431487e-4,0.6443570163905166
Coregonus artedi,Coregonus artedi_43.9928_-89.4946,22.1997146775,1988,3.1000794364307764,5.52800879062332e-4,-0.042572661838915504
Coregonus clupeaformis,Coregonus clupeaformis_48.46667_-89.15_830,739.2,1988,6.605568520327474,3.539474682696348e-5,-0.05282756052204096
Cottus bairdii,Cottus bairdii_43.9928_-89.4946,2,1988,0.6931471805599453,4.19963603269375e-6,-1.252762968495368
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.05_-83.27_20607,27,1988,3.295836866004329,4.176679909721736e-7,0.07696104113612856
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,27,1988,3.295836866004329,5.423637148274378e-7,0.07696104113612856
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.05_-83.27_20606,5,1988,1.6094379124341003,1.2547439877685668e-6,0.916290731874155
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,5,1988,1.6094379124341003,1.6293506447059574e-6,0.916290731874155
Dicentrarchus labrax,Dicentrarchus labrax_51.25_-4.05_1097,11,1988,2.3978952727983707,4.738483074279594e-6,-0.24116205681688774
Dryophytes versicolor,Dryophytes versicolor_43.06917_-89.40861_4828,2.1,1988,0.7419373447293773,1.200179484382941e-12,-0.023530497410194084
Esox lucius,Esox lucius_43.9928_-89.4946,8.5,1988,2.1400661634962708,3.7055351070160414e-4,1.7346010553881064
Esox masquinongy,Esox masquinongy_43.9928_-89.4946,1,1988,0,1.1218710397403086e-6,0
Esox masquinongy,Esox masquinongy_49.25_-84.499722_14867,0.046,1988,-3.079113882493042,4.908351088354972e-7,0.3629054936893681
Etheostoma nigrum,Etheostoma nigrum_43.9928_-89.4946,14.4,1988,2.667228206581955,2.6511615445211522e-6,-0.10536051565782634
Galaxias fasciatus,Galaxias fasciatus_-40.942837_172.499296,3,1988,1.0986122886681098,2.5032689357774727e-4,-0.7801585575495757
Galaxias maculatus,Galaxias maculatus_-40.942837_172.499296,1,1988,0,9.209011771956478e-5,-3.3202283191284896
Gobiomorphus basalis,Gobiomorphus basalis_-40.942837_172.499296,7.25,1988,1.9810014688665833,7.539701143157933e-5,-2.062049798967967
Gobiomorphus cotidianus,Gobiomorphus cotidianus_-40.942837_172.499296,4.8,1988,1.5686159179138452,7.539701143157933e-5,0.7213180575266431
Ischnura elegans,Ischnura elegans_52.4333333333333_-0.183333333333333_3,16,1988,2.772588722239781,1.4264501408176333e-08,0.2876820724517808
Lates calcarifer,Lates calcarifer_-6.38333_140.96667_10525,5.78,1988,1.7544036826842861,0.036459028267257484,NA
Lates calcarifer,Lates calcarifer_-7.01667_141.05_10524,42.65,1988,3.753027273937688,0.11798066816238031,1.7720258050711046
Lepomis gibbosus,Lepomis gibbosus_43.9928_-89.4946,14,1988,2.6390573296152584,4.263105403418347e-6,0.13580154115906318
Lepomis macrochirus,Lepomis macrochirus_43.9928_-89.4946,36.7142857142857,1988,3.603165935839906,9.606238869753404e-5,0.13743003304017964
Lithobates pipiens,Lithobates pipiens_43.06917_-89.40861_4830,1.43,1988,0.3576744442718159,9.298806168442253e-11,-0.013889112160667128
Lithobates sylvaticus,Lithobates sylvaticus_42.66667_-83.21667_8789,5100,1988,8.536995818712418,7.71916149848892e-8,0.1476359988060647
Lithobates sylvaticus,Lithobates sylvaticus_43.06917_-89.40861_4834,1.5,1988,0.4054651081081644,6.870940043170219e-10,-0.2097205309820691
Luxilus cornutus,Luxilus cornutus_43.9928_-89.4946,193,1988,5.262690188904886,1.7549015696189117e-5,3.0941509067400075
Micropterus dolomieu,Micropterus dolomieu_43.9928_-89.4946,5.34249999133333,1988,1.6756937065889532,7.885281044045512e-6,-0.24122890559310783
Micropterus salmoides,Micropterus salmoides_43.9928_-89.4946,3.53750002375,1988,1.263420269683137,0.02730971729336922,-0.9330262343976579
Morone chrysops,Morone chrysops_43.9928_-89.4946,1.804999948,1988,0.5905605629759796,2.496769915432458e-6,-2.164309610127288
Morone saxatilis,Morone saxatilis_41.16667_-74_9285,34,1988,3.5263605246161616,2.479728826057767e-4,0.635988766719997
Notemigonus crysoleucas,Notemigonus crysoleucas_43.9928_-89.4946,17.5,1988,2.8622008809294686,5.206968698062699e-6,1.428259868678228
Notophthalmus viridescens,Notophthalmus viridescens_33.27806_-81.72944_954,700,1988,6.551080335043404,1.1248339952270969e-5,-1.2729656758128876
Notophthalmus viridescens,Notophthalmus viridescens_33.3_-81.485_20601,700,1988,6.551080335043404,1.0764143432327878e-5,-1.2729656758128876
Oncorhynchus kisutch,Oncorhynchus kisutch_43.5_-87.5_4577,3302,1988,8.102283624480073,4.256015670201652e-6,0.10092859865337012
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,22,1988,3.091042453358316,2.4890194404223755e-4,-0.16705408466316607
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,64300,1988,11.071314910225711,3.212451860241504e-5,-0.554939240051521
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,13843,1988,9.535534968687735,4.244083166245699e-6,0.4136979953029556
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,245150,1988,12.40962554707938,4.244083166245699e-6,0.7261643730325691
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,84802,1988,11.348074406407536,4.244083166245699e-6,0.6212011963877337
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,21600,1988,9.980448593672257,4.244083166245699e-6,-0.03189336377595353
Oncorhynchus mykiss,Oncorhynchus mykiss_-40.942837_172.499296,14.3636363636364,1988,2.664699760228599,0.047703862003951845,0.9154999054193398
Osmerus mordax,Osmerus mordax_43.9928_-89.4946,9.22899994266667,1988,2.2223506940711384,4.7580012598373274e-4,-0.4326619828031322
Perca flavescens,Perca flavescens_43.9928_-89.4946,92.58925059085,1988,4.528173050581753,2.6112464559487633e-4,0.18262139062535798
Perca flavescens,Perca flavescens_45_-63_4582,235,1988,5.459585514144159,2.486541378110227e-4,-0.280207398035075
Pimephales notatus,Pimephales notatus_43.9928_-89.4946,41.8,1988,3.7328963395307104,1.5104577788118507e-5,-0.3530799730208738
Plethodon glutinosus,Plethodon glutinosus_35.55_-83.2_20603,15,1988,2.70805020110221,4.657676184749189e-7,0
Plethodon glutinosus,Plethodon glutinosus_35.57222_-83.18167_955,15,1988,2.70805020110221,1.1808880036913346e-7,0
Plethodon jordani,Plethodon jordani_35.55_-83.2_20602,55,1988,4.007333185232471,2.0928288152868043e-7,-0.08701137698962924
Plethodon jordani,Plethodon jordani_35.57222_-83.18139_957,55,1988,4.007333185232471,5.2336126451799116e-8,-0.08701137698962924
Pseudacris crucifer,Pseudacris crucifer_33.3_-81.485_20620,20,1988,2.995732273553991,9.264784111588018e-6,-0.9162907318741551
Pseudacris crucifer,Pseudacris crucifer_43.06917_-89.40861_4831,2.52,1988,0.9242589015233319,8.435686636360464e-12,0
Pseudacris regilla,Pseudacris regilla_39.34083_-119.81278_6329,30.5,1988,3.417726683613366,2.7307323599714907e-9,0.04184710993550045
Pseudacris regilla,Pseudacris regilla_41_-118.75_20617,122,1988,4.804021044733257,4.2093062039255236e-9,0.04184710993550045
Salmo trutta,Salmo trutta_-40.942837_172.499296,33.9166666666667,1988,3.5239065356545956,0.008289688218242566,0.6740261391131672
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7104,32,1988,3.4657359027997265,9.312418872372464e-4,0.4700036292457357
Salmo trutta,Salmo trutta_54.34472_-2.95167_1135,5700,1988,8.648221453822641,9.312418872372464e-4,1.7404661748405044
Salmo trutta,Salmo trutta_59.49444_5.90917_2446,33.4,1988,3.5085558999826545,7.147708901333082e-4,0.8005056988804444
Salmo trutta,Salmo trutta_59.55_6.03333_2449,7,1988,1.9459101490553132,9.205360385429694e-5,1.8505999692509882
Salmo trutta,Salmo trutta_59.5_5.91667_2462,7.9,1988,2.066862759472976,2.0201067811596323e-4,-1.1153490810236333
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,186,1988,5.225746673713202,2.8661264953185882e-5,0.46357273891544537
Salmo trutta,Salmo trutta_61.5_6.83333_2341,177,1988,5.176149732573829,6.362662774515075e-5,-0.08134563945395268
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,21,1988,3.044522437723423,1.264015264474087e-4,-0.48183808689273855
Salvelinus alpinus,Salvelinus alpinus_65.58333_-17_8183,936,1988,6.841615476477592,3.1550532441756583e-4,-1.9244669826712721
Salvelinus namaycush,Salvelinus namaycush_43.5_-87.5_4579,3422,1988,8.137980454452139,1.1227133225847117e-5,-0.12432048733530898
Salvelinus namaycush,Salvelinus namaycush_47.15417_-90.5_886,70,1988,4.248495242049359,1.1207278216044683e-5,-0.14595391262307977
Salvelinus namaycush,Salvelinus namaycush_47.26472_-87.17472_885,90,1988,4.499809670330265,1.1207278216044683e-5,-0.032789822822991255
Sander vitreus,Sander vitreus_42.25_-81_902,30739,1988,10.333287485659087,1.4527973545979902e-6,-0.29322153388873673
Sander vitreus,Sander vitreus_44.1_-78.51_892,0.0374,1988,-3.286084574561651,2.0555921657826968e-5,-0.04445176257083405
Sander vitreus,Sander vitreus_44.29_-78.23_895,11.0396,1988,2.4014888083085006,1.221807066589935e-5,0.04905696666989856
Sander vitreus,Sander vitreus_44.35_-78.5_894,0.1816,1988,-1.705948812814944,2.0555921657826968e-5,0.045052663940943205
Sander vitreus,Sander vitreus_45.26889_-79.60417_893,0.63,1988,-0.4620354595965587,3.031912346705365e-6,-0.10536051565782623
Sander vitreus,Sander vitreus_46.15_-93.4_897,889,1988,6.790097235513905,1.441271641054602e-6,-0.43173858977454405
Sander vitreus,Sander vitreus_46.17_-80_900,0.5099,1988,-0.673540650921027,1.441271641054602e-6,-0.059759025741822125
Sander vitreus,Sander vitreus_46.25_-93.66667_6125,8958,1988,9.100302266767246,1.441271641054602e-6,-0.027199826899932944
Sander vitreus,Sander vitreus_48.44972_-92.45028_888,0.7064,1988,-0.34757362969238675,1.441271641054602e-6,-0.06149027860430284
Sander vitreus,Sander vitreus_48.49_-90.06_890,242.6,1988,5.49141399650995,2.2056724049419597e-6,0.03182848236579083
Sander vitreus,Sander vitreus_48.7_-93.16667_889,0.4748,1988,-0.7448616162466241,1.441271641054602e-6,-0.22246935610916785
Sander vitreus,Sander vitreus_49.11667_-92.38361_901,5.82,1988,1.7613002617433464,3.342324616842168e-6,0.015584731016698106
Sardinops sagax,Sardinops sagax_-34.33333_17.96667_10349,0.1963,1988,-1.6281111776997217,0.13199384318783017,-0.12528300032387962
Sardinops sagax,Sardinops sagax_35_140_1941,15168,1988,9.626943224494804,0.005266153863751407,0.12400786820619558
Acipenser brevirostrum,Acipenser brevirostrum_41.868056_-73.946667_18287,0.012,1989,-4.422848629194137,3.2960443985104146e-6,-0.2876820724517808
Ambloplites rupestris,Ambloplites rupestris_43.9928_-89.4946,23.875,1989,3.172831886366794,1.8127703605955388e-6,-0.30945995739612364
Ambystoma tigrinum,Ambystoma tigrinum_33.27806_-81.72944_918,450,1989,6.1092475827643655,4.955264094605598e-5,0.37267528528517335
Anaxyrus americanus,Anaxyrus americanus_43.06917_-89.40861_4827,1.85,1989,0.6151856390902335,2.2802656057704718e-10,-0.0266682470821612
Anguilla australis,Anguilla australis_-40.942837_172.499296,17.2941176470588,1989,2.8503664232824644,4.03404786000204e-4,0.4832428091508443
Coregonus artedi,Coregonus artedi_43.9928_-89.4946,49.8091823052727,1989,3.9081993506740473,5.417779662213088e-4,0.8081199142432709
Cottus bairdii,Cottus bairdii_43.9928_-89.4946,3.5,1989,1.252762968495368,4.1158948092157325e-6,0.5596157879354228
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.05_-83.27_20607,21,1989,3.044522437723423,9.200916981206181e-7,-0.2513144282809061
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,21,1989,3.044522437723423,1.1947871566912352e-6,-0.2513144282809061
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.05_-83.27_20606,5,1989,1.6094379124341003,2.764108218409133e-6,0
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,5,1989,1.6094379124341003,3.5893389819793644e-6,0
Dicentrarchus labrax,Dicentrarchus labrax_51.25_-4.05_1097,193,1989,5.262690188904886,3.1983995944437912e-6,2.864794916106515
Dryophytes versicolor,Dryophytes versicolor_43.06917_-89.40861_4828,2.3,1989,0.8329091229351039,1.8669235766302736e-10,0.09097177820572655
Esox lucius,Esox lucius_43.9928_-89.4946,4.5,1989,1.5040773967762742,3.6316463125856264e-4,-0.6359887667199966
Esox masquinongy,Esox masquinongy_43.9928_-89.4946,1.5,1989,0.4054651081081644,1.0995008027195185e-6,0.4054651081081644
Esox masquinongy,Esox masquinongy_49.25_-84.499722_14867,0.045,1989,-3.101092789211817,5.99725111870723e-7,-0.021978906718775004
Etheostoma nigrum,Etheostoma nigrum_43.9928_-89.4946,16.2,1989,2.785011242238338,2.5982970796847387e-6,0.11778303565638337
Galaxias fasciatus,Galaxias fasciatus_-40.942837_172.499296,15.0833333333333,1989,2.713590381477823,3.1417196323171165e-4,1.6149780928097133
Galaxias maculatus,Galaxias maculatus_-40.942837_172.499296,33.5,1989,3.5115454388310208,1.1557740626541701e-4,3.5115454388310208
Gobiomorphus basalis,Gobiomorphus basalis_-40.942837_172.499296,2,1989,0.6931471805599453,9.46267768704848e-5,-1.287854288306638
Gobiomorphus cotidianus,Gobiomorphus cotidianus_-40.942837_172.499296,6.125,1989,1.8123787564307907,9.46267768704848e-5,0.24376283851694547
Lates calcarifer,Lates calcarifer_-6.38333_140.96667_10525,9.68,1989,2.2700619012884857,0.03411864134836897,0.5156582186041996
Lates calcarifer,Lates calcarifer_-7.01667_141.05_10524,39.18,1989,3.6681664125163946,0.10845363818893222,-0.08486086142129334
Lepomis gibbosus,Lepomis gibbosus_43.9928_-89.4946,10.8181818181818,1989,2.381228220313157,4.178098593418907e-6,-0.25782910930210123
Lepomis macrochirus,Lepomis macrochirus_43.9928_-89.4946,26.8,1989,3.288401887516811,9.41468936648389e-5,-0.3147640483230951
Lithobates pipiens,Lithobates pipiens_43.06917_-89.40861_4830,1.32,1989,0.27763173659827955,1.4464636911624426e-8,-0.08004270767353633
Lithobates sylvaticus,Lithobates sylvaticus_42.66667_-83.21667_8789,2000,1989,7.600902459542082,5.269442929339543e-7,-0.9360933591703358
Lithobates sylvaticus,Lithobates sylvaticus_43.06917_-89.40861_4834,1.3,1989,0.26236426446749106,1.0688001359065587e-7,-0.14310084364067333
Luxilus cornutus,Luxilus cornutus_43.9928_-89.4946,37.023999989000004,1989,3.6115663507141615,1.719908631331086e-5,-1.651123838190724
Micropterus dolomieu,Micropterus dolomieu_43.9928_-89.4946,20.625,1989,3.0265039322207445,7.728047636922647e-6,1.3508102256317913
Micropterus salmoides,Micropterus salmoides_43.9928_-89.4946,11.3484999935,1989,2.4290855760306242,0.02676515840274588,1.1656653063474873
Morone chrysops,Morone chrysops_43.9928_-89.4946,1,1989,0,2.4469840373626123e-6,-0.5905605629759796
Morone saxatilis,Morone saxatilis_41.16667_-74_9285,23,1989,3.1354942159291497,2.0004386770285955e-4,-0.3908663086870119
Notemigonus crysoleucas,Notemigonus crysoleucas_43.9928_-89.4946,2.2428000212,1989,0.8077250947198504,5.103141145866985e-6,-2.0544757862096183
Notophthalmus viridescens,Notophthalmus viridescens_33.27806_-81.72944_954,500,1989,6.214608098422191,3.0055196003514583e-5,-0.33647223662121295
Notophthalmus viridescens,Notophthalmus viridescens_33.3_-81.485_20601,500,1989,6.214608098422191,2.8761438758191364e-5,-0.33647223662121295
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,62,1989,4.127134385045092,3.004301099754883e-4,1.0360919316867756
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,64400,1989,11.072868912092446,1.7975182525496728e-5,0.001554001866734822
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,9763,1989,9.186355009225672,7.238290572023656e-6,-0.34917995946206304
